Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Ship Date,State,Customers,Orders,profit margin,Quantity,Total Profit,Total Sales
Bookcases,Springfield,United States,Juliana Krohn,03-10-2014,CA-2014-141117,O'Sullivan 4-Shelf Bookcase in Odessa Pine,09-10-2014,Oregon,1,1,-1.766666667,6,-384.7164,217.764
Labels,Springfield,United States,Kristen Hastings,26-10-2012,CA-2012-150714,Avery 477,01-11-2012,Oregon,1,1,0.325,6,47.6268,146.544
Paper,Portland,United States,Damala Kotsonis,10-09-2014,CA-2014-168403,Xerox 1930,16-09-2014,Oregon,1,1,0.3625,6,11.2752,31.104
Paper,Springfield,United States,Joseph Airdo,17-09-2011,CA-2011-131947,Xerox 1960,22-09-2011,Oregon,1,1,0.3125,6,46.47,148.704
Supplies,Springfield,United States,Juliana Krohn,03-10-2014,CA-2014-141117,Acme Softgrip Scissors,09-10-2014,Oregon,1,1,0.1125,6,4.3956,39.072
Art,Springfield,United States,Juliana Krohn,03-10-2014,CA-2014-141117,Berol Giant Pencil Sharpener,09-10-2014,Oregon,1,1,0.1125,7,10.7037,95.144
Art,Springfield,United States,Sanjit Engle,25-11-2011,US-2011-107993,Dixon Ticonderoga Core-Lock Colored Pencils,30-11-2011,Oregon,1,1,0.1625,7,8.2901,51.016
Binders,Hillsboro,United States,Katharine Harms,18-11-2014,CA-2014-158120,Avery Reinforcements for Hole-Punch Pages,22-11-2014,Oregon,1,1,-0.833333333,7,-3.465,4.158
Binders,Portland,United States,Natalie Webber,04-11-2013,CA-2013-159023,Avery Reinforcements for Hole-Punch Pages,06-11-2013,Oregon,1,1,-0.833333333,7,-3.465,4.158
Binders,Redmond,United States,Aaron Smayling,05-09-2014,US-2014-147655,"Avery Trapezoid Extra Heavy Duty 4"" Binders",06-09-2014,Oregon,1,1,-0.666666667,7,-58.716,88.074
Binders,Springfield,United States,Juliana Krohn,03-10-2014,CA-2014-141117,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",09-10-2014,Oregon,1,1,-0.733333333,7,-16.6012,22.638
Binders,Springfield,United States,Kristen Hastings,26-10-2012,CA-2012-150714,Avery Self-Adhesive Photo Pockets for Polaroid Photos,01-11-2012,Oregon,1,1,-0.733333333,7,-10.4874,14.301
Envelopes,Gresham,United States,Clay Ludtke,10-09-2011,CA-2011-125731,Peel & Seel Envelopes,16-09-2011,Oregon,1,1,0.35,7,7.6048,21.728
Labels,Salem,United States,Tim Brockman,08-12-2011,CA-2011-129364,Avery 499,13-12-2011,Oregon,1,1,0.325,7,9.0636,27.888
Phones,Redmond,United States,William Brown,10-08-2012,US-2012-156496,OtterBox Commuter Series Case - Samsung Galaxy S4,16-08-2012,Oregon,1,1,-0.225,7,-31.4874,139.944
Supplies,Eugene,United States,Tracy Poddar,05-11-2013,CA-2013-163328,Serrated Blade or Curved Handle Hand Letter Openers,07-11-2013,Oregon,1,1,-0.2375,7,-4.1762,17.584
Binders,Gresham,United States,Sheri Gordon,23-08-2013,CA-2013-130484,GBC Imprintable Covers,28-08-2013,Oregon,1,1,-0.7,8,-18.4464,26.352
Furnishings,Springfield,United States,Justin Ritter,20-09-2014,CA-2014-143378,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",26-09-2014,Oregon,1,1,0.15,8,61.3824,409.216
Labels,Eugene,United States,Tracy Poddar,05-11-2013,CA-2013-163328,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",07-11-2013,Oregon,1,1,0.3625,8,228.0792,629.184
Paper,Tigard,United States,Katrina Edelman,26-09-2013,CA-2013-140417,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",30-09-2013,Oregon,1,1,0.375,9,22.518,60.048
Accessories,Salem,United States,Tim Brockman,08-12-2011,CA-2011-129364,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,13-12-2011,Oregon,1,1,-0.175,10,-18.186,103.92
Accessories,Springfield,United States,Joseph Airdo,17-09-2011,CA-2011-131947,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",22-09-2011,Oregon,1,1,0.3,10,16.776,55.92
Storage,Springfield,United States,Kristen Hastings,26-10-2012,CA-2012-150714,Fellowes Officeware Wire Shelving,01-11-2012,Oregon,1,1,-0.225,10,-161.694,718.64
Art,Salem,United States,Grace Kelly,25-06-2011,CA-2011-164469,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",27-06-2011,Oregon,1,1,0.25,11,17.908,71.632
Art,Murray,United States,Sarah Foster,22-07-2014,US-2014-158505,"BOSTON Ranger #55 Pencil Sharpener, Black",22-07-2014,Utah,1,1,0.29,1,7.5371,25.99
Storage,Logan,United States,Jason Fortune-,14-03-2011,CA-2011-114510,Carina Double Wide Media Storage Towers in Natural & Black,19-03-2011,Utah,1,1,0.04,1,3.2392,80.98
Art,Orem,United States,Max Jones,08-07-2013,CA-2013-106397,Boston KS Multi-Size Manual Pencil Sharpener,14-07-2013,Utah,1,1,0.28,2,12.8744,45.98
Art,Orem,United States,Stuart Van,16-10-2014,CA-2014-100237,Avery Hi-Liter Smear-Safe Highlighters,20-10-2014,Utah,1,1,0.36,2,4.2048,11.68
Binders,Logan,United States,Jason Fortune-,14-03-2011,CA-2011-114510,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",19-03-2011,Utah,1,1,0.325,2,20.1656,62.048
Furnishings,Draper,United States,Justin MacKendrick,08-09-2014,CA-2014-151008,"DAX Copper Panel Document Frame, 5 x 7 Size",09-09-2014,Utah,1,1,0.42,2,10.5672,25.16
Paper,Orem,United States,Max Jones,08-07-2013,CA-2013-106397,Xerox 226,14-07-2013,Utah,1,1,0.48,2,6.2208,12.96
Storage,Logan,United States,Jason Fortune-,14-03-2011,CA-2011-114510,Staples,19-03-2011,Utah,1,1,0.27,2,5.7672,21.36
Binders,Pleasant Grove,United States,Ken Heidel,03-02-2012,CA-2012-132633,Wilson Jones Standard D-Ring Binders,05-02-2012,Utah,1,1,0.3375,3,4.0986,12.144
Binders,Salt Lake City,United States,Denny Ordway,20-08-2014,US-2014-100398,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",24-08-2014,Utah,1,1,0.3625,3,37.236,102.72
Paper,Salt Lake City,United States,Dennis Bolton,19-11-2011,CA-2011-100972,Xerox 1888,24-11-2011,Utah,1,1,0.48,3,79.8912,166.44
Paper,Salt Lake City,United States,Joy Bell-,03-11-2014,CA-2014-168179,Xerox 220,08-11-2014,Utah,1,1,0.48,3,9.3312,19.44
Phones,Lehi,United States,Karen Seio,15-03-2012,CA-2012-155124,"SmartStand Mobile Device Holder, Assorted Colors",21-03-2012,Utah,1,1,0.1,3,1.6776,16.776
Binders,Logan,United States,Jason Fortune-,14-03-2011,CA-2011-114510,GBC Wire Binding Combs,19-03-2011,Utah,1,1,0.3375,4,11.1672,33.088
Phones,Draper,United States,Justin MacKendrick,08-09-2014,CA-2014-151008,Motorla HX550 Universal Bluetooth Headset,09-09-2014,Utah,1,1,0.375,4,47.46,126.56
Copiers,Lehi,United States,Eugene Moren,02-07-2013,CA-2013-139997,Hewlett Packard 310 Color Digital Copier,04-07-2013,Utah,1,1,0.3,5,449.985,1499.95
Accessories,Draper,United States,Jack O'Briant,26-07-2011,CA-2011-159121,Memorex Micro Travel Drive 16 GB,01-08-2011,Utah,1,1,0.31,7,34.6983,111.93
Paper,Provo,United States,John Grady,18-11-2011,CA-2011-104829,"Adams ""While You Were Out"" Message Pads",21-11-2011,Utah,1,1,0.45,7,9.891,21.98
Binders,Salt Lake City,United States,Doug O'Connell,16-09-2014,CA-2014-165008,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",18-09-2014,Utah,1,1,0.3625,9,106.9578,295.056
Phones,Murray,United States,Sarah Foster,22-07-2014,US-2014-158505,PayAnywhere Card Reader,22-07-2014,Utah,1,1,0.0875,9,6.2937,71.928
Accessories,Logan,United States,Jason Fortune-,14-03-2011,CA-2011-114510,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,19-03-2011,Utah,1,1,0.08,12,6.624,82.8
Accessories,Redmond,United States,Sung Shariari,02-09-2014,CA-2014-107909,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,07-09-2014,Washington,1,1,0.34,1,6.7966,19.99
Accessories,Seattle,United States,Joni Wasserman,22-04-2014,CA-2014-166198,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",25-04-2014,Washington,1,1,0.3,1,3.462,11.54
Appliances,Seattle,United States,Cari Sayre,01-10-2014,CA-2014-147452,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",04-10-2014,Washington,1,1,0.26,1,1.0114,3.89
Appliances,Seattle,United States,Mary Zewe,11-11-2011,CA-2011-128524,Belkin F5C206VTEL 6 Outlet Surge,13-11-2011,Washington,1,1,0.3,1,6.894,22.98
Art,Edmonds,United States,Phillip Flathmann,08-09-2014,US-2014-130687,Boston 1799 Powerhouse Electric Pencil Sharpener,11-09-2014,Washington,1,1,0.28,1,7.2744,25.98
Art,Seattle,United States,Christine Kargatis,02-09-2014,US-2014-135230,Staples,08-09-2014,Washington,1,1,0.39,1,2.9562,7.58
Art,Seattle,United States,Maria Zettner,27-03-2014,CA-2014-147144,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",29-03-2014,Washington,1,1,0.3,1,5.949,19.83
Binders,Everett,United States,Giulietta Dortch,26-12-2014,CA-2014-162880,Tuff Stuff Recycled Round Ring Binders,30-12-2014,Washington,1,1,0.3625,1,1.3978,3.856
Binders,Pasco,United States,Michael Chen,11-11-2014,US-2014-128447,GBC VeloBinder Manual Binding System,18-11-2014,Washington,1,1,0.35,1,10.0772,28.792
Binders,Seattle,United States,Andrew Gjertsen,23-10-2012,CA-2012-142692,Avery Non-Stick Binders,28-10-2012,Washington,1,1,0.3125,1,1.1225,3.592
Binders,Seattle,United States,Ivan Gibson,18-10-2011,CA-2011-143168,Computer Printout Index Tabs,23-10-2011,Washington,1,1,0.35,1,0.4704,1.344
Binders,Seattle,United States,Nick Zandusky,02-07-2013,US-2013-158680,Zipper Ring Binder Pockets,03-07-2013,Washington,1,1,0.3625,1,0.9048,2.496
Bookcases,Seattle,United States,Tim Brockman,30-01-2013,US-2013-166660,O'Sullivan 2-Shelf Heavy-Duty Bookcases,01-02-2013,Washington,1,1,0.16,1,7.7728,48.58
Chairs,Seattle,United States,Aaron Bergman,07-03-2011,CA-2011-156587,"Global Push Button Manager's Chair, Indigo",08-03-2011,Washington,1,1,0.1125,1,5.4801,48.712
Chairs,Seattle,United States,Steven Roelle,05-01-2012,CA-2012-154970,Global Deluxe Steno Chair,10-01-2012,Washington,1,1,-0.1125,1,-6.9282,61.584
Copiers,Seattle,United States,Dana Kaydos,13-08-2014,CA-2014-152310,Hewlett Packard 310 Color Digital Copier,20-08-2014,Washington,1,1,0.3,1,89.997,299.99
Furnishings,Bellevue,United States,Ruben Dartt,26-05-2012,CA-2012-148964,"DAX Metal Frame, Desktop, Stepped-Edge",31-05-2012,Washington,1,1,0.39,1,7.8936,20.24
Furnishings,Seattle,United States,Toby Ritter,09-09-2013,CA-2013-110009,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",14-09-2013,Washington,1,1,0.34,1,14.6642,43.13
Machines,Renton,United States,Chloris Kastensmidt,22-11-2014,CA-2014-110443,"3D Systems Cube Printer, 2nd Generation, White",26-11-2014,Washington,1,1,0.1,1,103.9992,1039.992
Machines,Seattle,United States,Emily Ducich,23-12-2013,CA-2013-149916,Texas Instrument TI-15 Fraction Calculator,25-12-2013,Washington,1,1,0.325,1,3.757,11.56
Paper,Seattle,United States,Chris Selesnick,24-01-2014,CA-2014-139080,Xerox 192,29-01-2014,Washington,1,1,0.48,1,3.1104,6.48
Paper,Seattle,United States,Edward Hooks,24-12-2013,CA-2013-135776,Xerox 1911,31-12-2013,Washington,1,1,0.48,1,22.992,47.9
Paper,Seattle,United States,MaryBeth Skach,23-10-2013,CA-2013-169887,Xerox 1986,23-10-2013,Washington,1,1,0.48,1,3.2064,6.68
Paper,Seattle,United States,Resi PÃ¶lking,13-09-2011,CA-2011-142769,Xerox 1942,13-09-2011,Washington,1,1,0.5,1,24.47,48.94
Paper,Seattle,United States,Sandra Glassco,16-12-2012,CA-2012-162544,Xerox 190,19-12-2012,Washington,1,1,0.47,1,2.3406,4.98
Phones,Seattle,United States,Chris Cortes,09-07-2013,CA-2013-155474,Logitech Mobile Speakerphone P710e -Â speaker phone,15-07-2013,Washington,1,1,0.0875,1,9.4486,107.984
Phones,Seattle,United States,Jim Kriz,04-07-2014,CA-2014-168109,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",04-07-2014,Washington,1,1,0.3375,1,2.6973,7.992
Phones,Seattle,United States,Steven Ward,02-11-2011,CA-2011-134726,Samsung Rugby III,07-11-2011,Washington,1,1,0.0875,1,4.6193,52.792
Storage,Seattle,United States,Bill Donatelli,11-06-2014,CA-2014-158071,Personal File Boxes with Fold-Down Carry Handle,16-06-2014,Washington,1,1,0.25,1,3.895,15.58
Storage,Seattle,United States,Chris Cortes,17-11-2014,US-2014-107888,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,20-11-2014,Washington,1,1,0.24,1,7.9896,33.29
Storage,Seattle,United States,Scot Coram,04-08-2014,CA-2014-141747,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",09-08-2014,Washington,1,1,0.26,1,4.1756,16.06
Tables,Seattle,United States,Laurel Beltran,10-05-2014,CA-2014-118199,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",12-05-2014,Washington,1,1,0.22,1,63.107,286.85
Accessories,Seattle,United States,Candace McMahon,22-08-2014,CA-2014-121489,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,26-08-2014,Washington,1,1,0.35,2,11.613,33.18
Accessories,Seattle,United States,Craig Carreira,12-09-2012,CA-2012-128993,Memorex Froggy Flash Drive 4 GB,17-09-2012,Washington,1,1,0.39,2,8.5722,21.98
Accessories,Seattle,United States,Helen Wasserman,19-08-2014,CA-2014-121027,Plantronics Savi W720 Multi-Device Wireless Headset System,23-08-2014,Washington,1,1,0.44,2,371.316,843.9
Accessories,Seattle,United States,Jim Kriz,04-07-2014,CA-2014-168109,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,04-07-2014,Washington,1,1,0.44,2,26.3912,59.98
Accessories,Seattle,United States,Katrina Bavinger,20-11-2012,CA-2012-112305,AmazonBasics 3-Button USB Wired Mouse,25-11-2012,Washington,1,1,0.43,2,6.0114,13.98
Accessories,Seattle,United States,Kelly Andreada,12-10-2012,CA-2012-142993,Kingston Digital DataTraveler 16GB USB 2.0,17-10-2012,Washington,1,1,0.19,2,3.401,17.9
Accessories,Seattle,United States,Ken Black,10-01-2013,CA-2013-116547,Logitech Media Keyboard K200,17-01-2013,Washington,1,1,0.19,2,13.2962,69.98
Accessories,Seattle,United States,Laurel Beltran,10-05-2014,CA-2014-118199,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,12-05-2014,Washington,1,1,0.44,2,87.9912,199.98
Accessories,Seattle,United States,Muhammed Lee,22-09-2014,CA-2014-132262,Logitech M510 Wireless Mouse,24-09-2014,Washington,1,1,0.33,2,26.3934,79.98
Accessories,Seattle,United States,Muhammed Lee,22-09-2014,CA-2014-132262,Sony 64GB Class 10 Micro SDHC R40 Memory Card,24-09-2014,Washington,1,1,0.21,2,15.1158,71.98
Accessories,Seattle,United States,Resi PÃ¶lking,13-09-2011,CA-2011-142769,Logitech Wireless Performance Mouse MX for PC and Mac,13-09-2011,Washington,1,1,0.38,2,75.9924,199.98
Accessories,Seattle,United States,Resi PÃ¶lking,13-09-2011,CA-2011-142769,WD My Passport Ultra 500GB Portable External Hard Drive,13-09-2011,Washington,1,1,0.17,2,20.06,118
Accessories,Seattle,United States,Sally Hughsby,25-09-2012,CA-2012-149083,Logitech G602 Wireless Gaming Mouse,30-09-2012,Washington,1,1,0.36,2,57.5928,159.98
Accessories,Seattle,United States,Scott Cohen,06-04-2011,CA-2011-169803,Kingston Digital DataTraveler 32GB USB 2.0,12-04-2011,Washington,1,1,0.06,2,2.034,33.9
Accessories,Seattle,United States,Steven Ward,02-11-2011,CA-2011-134726,"Maxell 74 Minute CD-R Spindle, 50/Pack",07-11-2011,Washington,1,1,0.36,2,15.0984,41.94
Appliances,Longview,United States,Maria Bertelson,13-11-2014,CA-2014-149944,Fellowes Superior 10 Outlet Split Surge Protector,17-11-2014,Washington,1,1,0.29,2,22.0748,76.12
Appliances,Seattle,United States,Marina Lichtenstein,15-02-2011,CA-2011-121762,Belkin 8 Outlet Surge Protector,19-02-2011,Washington,1,1,0.28,2,22.9488,81.96
Appliances,Seattle,United States,Resi PÃ¶lking,13-09-2011,CA-2011-142769,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",13-09-2011,Washington,1,1,0.43,2,9.7438,22.66
Art,Pasco,United States,Marc Crier,08-09-2011,CA-2011-107818,Prang Colored Pencils,14-09-2011,Washington,1,1,0.45,2,2.646,5.88
Art,Seattle,United States,Edward Hooks,24-12-2013,CA-2013-135776,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",31-12-2013,Washington,1,1,0.28,2,1.176,4.2
Art,Seattle,United States,Filia McAdams,26-03-2014,CA-2014-143651,Newell 309,31-03-2014,Washington,1,1,0.3,2,6.93,23.1
Art,Seattle,United States,Max Engle,24-09-2012,CA-2012-161830,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",26-09-2012,Washington,1,1,0.29,2,10.4284,35.96
Binders,Des Moines,United States,Nora Pelletier,07-03-2011,US-2011-131982,Catalog Binders with Expanding Posts,11-03-2011,Washington,1,1,0.3125,2,33.64,107.648
Binders,Seattle,United States,Corey-Lock,02-08-2012,CA-2012-147501,Ibico Presentation Index for Binding Systems,06-08-2012,Washington,1,1,0.3375,2,2.1492,6.368
Binders,Seattle,United States,Evan Bailliet,29-09-2011,CA-2011-111962,GBC Standard Plastic Binding Systems' Combs,04-10-2011,Washington,1,1,0.3125,2,3.14,10.048
Binders,Seattle,United States,Greg Guthrie,18-11-2014,CA-2014-118122,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",25-11-2014,Washington,1,1,0.325,2,4.5188,13.904
Binders,Seattle,United States,Liz Pelletier,12-05-2014,CA-2014-133823,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",13-05-2014,Washington,1,1,0.3625,2,9.4366,26.032
Binders,Seattle,United States,Mary Zewe,11-11-2011,CA-2011-128524,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,13-11-2011,Washington,1,1,0.375,2,762.594,2033.584
Binders,Seattle,United States,Patrick Bzostek,06-12-2014,CA-2014-156958,Fellowes Black Plastic Comb Bindings,07-12-2014,Washington,1,1,0.325,2,3.0212,9.296
Bookcases,Seattle,United States,Heather Jas,21-09-2013,CA-2013-166772,O'Sullivan 5-Shelf Heavy-Duty Bookcases,25-09-2013,Washington,1,1,0.25,2,40.97,163.88
Bookcases,Seattle,United States,Sean O'Donnell,02-12-2014,CA-2014-166926,"Hon Metal Bookcases, Putty",09-12-2014,Washington,1,1,0.29,2,41.1684,141.96
Bookcases,Seattle,United States,Vivek Gonzalez,30-07-2014,US-2014-115301,"Bush Westfield Collection Bookcases, Medium Cherry Finish",03-08-2014,Washington,1,1,0.22,2,25.5112,115.96
Chairs,Seattle,United States,Adam Bellavance,07-11-2014,CA-2014-107174,Hon 2090 Â“Pillow SoftÂ” Series Mid Back Swivel/Tilt Chairs,14-11-2014,Washington,1,1,-0.1625,2,-73.0548,449.568
Chairs,Seattle,United States,Craig Molinari,07-03-2011,CA-2011-104563,"Global Leather and Oak Executive Chair, Black",12-03-2011,Washington,1,1,0.1125,2,54.1764,481.568
Chairs,Seattle,United States,Jennifer Ferguson,12-09-2014,US-2014-142188,Office Star - Contemporary Task Swivel Chair,12-09-2014,Washington,1,1,0.05,2,8.8784,177.568
Chairs,Seattle,United States,Muhammed MacIntyre,15-03-2013,CA-2013-124793,"Global High-Back Leather Tilter, Burgundy",17-03-2013,Washington,1,1,-0.1125,2,-22.1382,196.784
Chairs,Seattle,United States,Sanjit Jacobs,18-09-2013,CA-2013-159730,Harbour Creations 67200 Series Stacking Chairs,22-09-2013,Washington,1,1,0.0875,2,9.9652,113.888
Chairs,Spokane,United States,Bart Watters,01-09-2014,CA-2014-154074,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,03-09-2014,Washington,1,1,0.0125,2,7.1196,569.568
Copiers,Des Moines,United States,Toby Gnade,03-09-2013,CA-2013-166429,Hewlett Packard 610 Color Digital Copier / Printer,09-09-2013,Washington,1,1,0.45,2,449.991,999.98
Envelopes,Seattle,United States,Edward Hooks,24-12-2013,CA-2013-135776,Staples,31-12-2013,Washington,1,1,0.49,2,30.3604,61.96
Furnishings,Edmonds,United States,Bruce Stewart,30-12-2014,CA-2014-130631,Hand-Finished Solid Wood Document Frame,03-01-2015,Washington,1,1,0.3,2,20.538,68.46
Furnishings,Seattle,United States,Bradley Nguyen,17-09-2011,CA-2011-103940,"Executive Impressions 12"" Wall Clock",21-09-2011,Washington,1,1,0.38,2,13.4292,35.34
Furnishings,Seattle,United States,Chris Cortes,17-11-2014,US-2014-107888,"Tenex ""The Solids"" Textured Chair Mats",20-11-2014,Washington,1,1,0.17,2,23.7864,139.92
Furnishings,Seattle,United States,Janet Molinari,20-11-2013,CA-2013-126858,Tenex Chairmats For Use With Carpeted Floors,24-11-2013,Washington,1,1,0.05,2,1.598,31.96
Furnishings,Seattle,United States,Maya Herman,18-11-2011,CA-2011-124702,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",25-11-2011,Washington,1,1,0.4,2,55.016,137.54
Furnishings,Seattle,United States,Paul Prost,29-09-2011,CA-2011-126683,Longer-Life Soft White Bulbs,01-10-2011,Washington,1,1,0.48,2,2.9568,6.16
Furnishings,Seattle,United States,Philisse Overcash,14-11-2013,CA-2013-147683,DAX Solid Wood Frames,18-11-2013,Washington,1,1,0.37,2,7.2298,19.54
Furnishings,Seattle,United States,Tony Chapman,19-11-2012,CA-2012-151680,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",21-11-2012,Washington,1,1,0.16,2,22.7136,141.96
Labels,Edmonds,United States,Bryan Davis,11-09-2013,CA-2013-165918,Avery 487,15-09-2013,Washington,1,1,0.47,2,3.4686,7.38
Labels,Seattle,United States,Christine Sundaresam,13-11-2014,CA-2014-164364,Avery 483,17-11-2014,Washington,1,1,0.46,2,4.5816,9.96
Labels,Seattle,United States,Sally Hughsby,25-09-2012,CA-2012-149083,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",30-09-2012,Washington,1,1,0.46,2,5.796,12.6
Labels,Seattle,United States,Sanjit Engle,12-06-2013,CA-2013-142405,Avery 486,16-06-2013,Washington,1,1,0.47,2,6.8714,14.62
Machines,Seattle,United States,Corey-Lock,02-08-2012,CA-2012-147501,Okidata C331dn Printer,06-08-2012,Washington,1,1,0.075,2,41.88,558.4
Paper,Bellevue,United States,Erica Hackney,23-05-2011,CA-2011-138513,Xerox 1999,27-05-2011,Washington,1,1,0.48,2,6.2208,12.96
Paper,Des Moines,United States,Adam Bellavance,18-09-2012,CA-2012-150511,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",24-09-2012,Washington,1,1,0.47,2,8.7138,18.54
Paper,Edmonds,United States,Bryan Davis,11-09-2013,CA-2013-165918,Xerox 1945,15-09-2013,Washington,1,1,0.49,2,40.1702,81.98
Paper,Olympia,United States,Jim Karlsson,08-12-2011,CA-2011-135608,Xerox 1964,10-12-2011,Washington,1,1,0.46,2,21.0128,45.68
Paper,Seattle,United States,Cari Sayre,01-10-2014,CA-2014-147452,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",04-10-2014,Washington,1,1,0.49,2,5.7624,11.76
Paper,Seattle,United States,Dennis Kane,28-07-2014,CA-2014-133046,Xerox 227,02-08-2014,Washington,1,1,0.48,2,6.2208,12.96
Paper,Seattle,United States,Edward Hooks,24-12-2013,CA-2013-135776,Computer Printout Paper with Letter-Trim Perforations,31-12-2013,Washington,1,1,0.48,2,18.2112,37.94
Paper,Seattle,United States,Ivan Gibson,18-10-2011,CA-2011-143168,Xerox 1925,23-10-2011,Washington,1,1,0.45,2,27.882,61.96
Paper,Seattle,United States,Marc Crier,22-01-2013,CA-2013-146318,Xerox 218,27-01-2013,Washington,1,1,0.48,2,6.2208,12.96
Paper,Seattle,United States,Mathew Reese,09-07-2014,CA-2014-111759,Staples,13-07-2014,Washington,1,1,0.46,2,24.2696,52.76
Paper,Seattle,United States,Roger Demir,11-05-2013,CA-2013-161543,Xerox 1965,17-05-2013,Washington,1,1,0.49,2,5.8604,11.96
Paper,Seattle,United States,Tom Boeckenhauer,12-06-2014,CA-2014-134565,Xerox 1939,14-06-2014,Washington,1,1,0.48,2,18.2112,37.94
Phones,Edmonds,United States,Phillip Flathmann,08-09-2014,US-2014-130687,Konftel 250 ConferenceÂ phoneÂ - Charcoal black,11-09-2014,Washington,1,1,0.075,2,34.1784,455.712
Phones,Seattle,United States,Dennis Kane,18-07-2013,US-2013-139087,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,23-07-2013,Washington,1,1,-0.225,2,-4.6764,20.784
Phones,Seattle,United States,Frank Gastineau,03-10-2014,CA-2014-101308,i.Sound Portable Power - 8000 mAh,08-10-2014,Washington,1,1,-0.2375,2,-20.1362,84.784
Phones,Seattle,United States,John Castell,18-10-2012,CA-2012-127824,Motorola L703CM,22-10-2012,Washington,1,1,0.0625,2,15.599,249.584
Phones,Seattle,United States,Matthew Grinstein,09-08-2011,CA-2011-166471,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,13-08-2011,Washington,1,1,-0.2,2,-43.8336,219.168
Phones,Seattle,United States,Sanjit Jacobs,18-09-2013,CA-2013-159730,Clarity 53712,22-09-2013,Washington,1,1,0.075,2,7.9188,105.584
Phones,Seattle,United States,Shaun Weien,28-09-2013,CA-2013-140249,Samsung Galaxy S4,04-10-2013,Washington,1,1,0.125,2,125.198,1001.584
Storage,Seattle,United States,Bradley Nguyen,17-09-2011,CA-2011-103940,Eldon Gobal File Keepers,21-09-2011,Washington,1,1,0.04,2,1.2112,30.28
Storage,Seattle,United States,Dennis Kane,18-07-2013,US-2013-139087,Home/Office Personal File Carts,23-07-2013,Washington,1,1,0.25,2,17.38,69.52
Storage,Seattle,United States,Edward Hooks,24-12-2013,CA-2013-135776,SAFCO Boltless Steel Shelving,31-12-2013,Washington,1,1,0.01,2,2.2728,227.28
Storage,Seattle,United States,Kelly Andreada,12-10-2012,CA-2012-142993,"Contico 72""H Heavy-Duty Storage System",17-10-2012,Washington,1,1,0,2,0,81.96
Storage,Seattle,United States,Nicole Fjeld,19-08-2014,CA-2014-151358,Fellowes Super Stor/Drawer Files,23-08-2014,Washington,1,1,0.19,2,61.389,323.1
Storage,Seattle,United States,Raymond Buch,24-03-2014,CA-2014-140151,Acco Perma 4000 Stacking Storage Drawers,26-03-2014,Washington,1,1,0.15,2,4.872,32.48
Storage,Seattle,United States,Tom Boeckenhauer,12-06-2014,CA-2014-134565,"Belkin 19"" Vented Equipment Shelf, Black",14-06-2014,Washington,1,1,0.01,2,1.0296,102.96
